Gene_name,GSM1178970,GSM1178971,GSM1178972,GSM1178973,GSM1178974,GSM1178975,GSM1178977,GSM1178978,GSM1178979,GSM1178980,GSM1178986,GSM1178987,GSM1178988,GSM1178989,GSM1178993,GSM1178995,GSM1178996,GSM1178998,GSM1178999,GSM1179001,GSM1179002,GSM1179003,GSM1179004,GSM1179006,GSM1179008,GSM1179010,GSM1179015,GSM1179017,GSM1179018,GSM1179021,GSM1179024,GSM1179025,GSM1179026,GSM1179027,GSM1179033,GSM1179035,GSM1179036,GSM1179037
CEP85,5.253954579,5.300644323,4.986733147,5.519649217,5.053994994,5.880277183,5.367477352,5.091698986,4.9600894769999995,5.615626692999999,5.485658878,5.261273323999999,4.656389053,5.307968198,5.164906666,5.546614045,5.51431475,5.134965363,4.906144894,5.666240724,5.646627102999999,4.958302553,5.239577008,5.481389264,5.518266462000001,5.250599091000001,5.317185643,5.856825797999999,5.514510767000001,5.305554254,5.354277863,4.915087814,5.3349333230000004,5.033405551,5.649846659,5.039088896,5.5172898429999995,5.211134754
DHDDS,6.870227025,7.164810657,7.325870977,7.190226936,7.363202633999999,7.284049285,7.4165066379999995,6.956949265,7.07857461,7.300192097,6.838889667999999,7.395679724,7.220144277999999,7.447860143,7.33824359,7.429689712999999,7.424746522,7.2215014360000005,7.290599492,7.433641193,7.405462474,7.628128241000001,6.731802277999999,7.146662482000001,7.583406511000001,7.972239823,7.096240003999999,7.447080207000001,7.3662017120000005,7.143089076,7.352693014,7.448954854,7.411618887,7.3482078060000005,7.253779309,7.051613398,7.253779309,7.3157133960000005
HMGN2,9.450186049,9.84663682,9.879766786,9.110460256,9.659427543,10.00913452,10.23375811,9.591069427999999,9.857682602999999,9.962970247000001,9.530786545,9.330023525,9.042479048999999,9.09037779,9.386246343,9.458966835,9.664960887000001,9.752650649,9.303542877,9.615891568,9.136100077,9.53352151,9.480489468,9.278279385,9.442765969,9.225870361,8.735301607,9.811028605,9.453820249,10.01427713,8.546753065,9.805451354,9.706296399,10.43608324,9.554429969,9.487850992,9.628520717,9.634524913
PIGV,7.804636481,7.65119629,7.763347396,7.7541803620000005,8.268813975,7.9707674520000005,7.826655473,7.806964596,8.158453938,7.423538855,7.726088297,7.569110229,7.547683478,7.877654682,8.110060835,7.496926356,7.482885821,7.411251853,7.794134542,7.194072335,7.097080898,7.672418717999999,7.313340936,7.406620936,7.297166759,6.3975199,7.394389652999999,7.486710186,7.520608114,7.786023147000001,7.831201435,8.01751643,7.511226155,7.904037467,7.483348724,7.444816175,7.71193251,7.579729611
ZDHHC18,7.447528556,7.372830635,7.1867331210000005,7.673898832999999,7.281349811,7.489532491,7.815041631000001,7.4542070670000005,7.7161993010000005,7.14191965,7.097963705,7.543943173,7.33991908,7.72495027,8.079724257,7.379730747999999,7.182689794,7.086308692999999,7.820827583,7.0753171870000005,6.95908506,7.427023159,7.576162428,7.21030817,7.039414971,7.275122737,6.906102784,7.560544074,7.505026857000001,7.3334697129999995,7.218264775,8.053141088,7.480757047999999,7.56981389,7.502730391,7.401247135,7.492655295,7.4529877739999995
FAM76A,6.337495995,6.424464259,6.244259307999999,6.541043369,6.134462011,6.559755927,6.3755937860000005,6.551840325,6.178304386000001,6.537756515,6.565023484,7.292216559,6.571780191,6.604459005,6.209506028,6.376896491,6.611228061,6.664293169,6.203694587999999,6.518148525,6.633591319,6.237195112,6.418451247,6.739768878,6.758592874,5.753874571,6.204230382,6.6256810239999995,6.581263111,5.957412747999999,6.668884161,5.774387329,6.711280172,6.092940025,6.41775632,6.162655513,6.2731857810000005,6.240612637999999
MED18,5.064917034,5.46100201,5.75699399,5.19915356,5.095671021999999,5.771922385,5.482063695,5.787693383,5.586175673,5.746142439,5.410970415,5.289619753,5.2785473739999995,5.435606823,5.533057306,5.240104498,5.634626383,5.311917238,6.083334185,5.293465623,5.081023405,5.541568445,5.017631141,5.337931327,5.430413338999999,5.7057047579999995,4.786231371,5.974006872,5.408796838,5.628464104,5.38452194,5.71336872,5.214153809,5.489680705,5.4135197999999995,4.795848002,5.5060805870000005,5.357050727
PHACTR4,9.383082873,9.151421716,8.981030379,9.68505264,8.846859621,9.292890975,9.460659596000001,9.118687667,9.485059178,9.005049148,8.834691065,9.513009209,9.69672957,9.738923633999999,9.201384634,9.616282535,9.412718819,9.021890563,8.943670232,9.053296689,8.927723398,9.371629763,9.375094039,9.429486473999999,9.294664549,9.201953897000001,8.902287765,9.550870115,9.403737993,8.293155985,9.136609473,9.486018067,9.613285487,9.507752735,9.535793799,9.453792855,9.5506319,9.553291393
TINAGL1,6.70410721,6.270826747,6.28956427,5.733451933,6.740736878,6.414838331,6.471000684,6.705351433,6.781639039,6.147574542999999,6.908053742000001,6.641345309,6.826615746,6.748168477999999,6.251605396,6.611566587,6.435666238,7.331229157,7.039737767,6.523126526,6.40298189,6.288622671000001,6.9138858999999995,6.934050302999999,6.249410082000001,7.7147336179999995,6.31220861,6.75815264,7.030568595,6.845880348,6.2686552429999995,7.384822262,6.858734419,6.866918482000001,6.668782413,7.048399002999999,6.475540119,7.0635680270000005
LCK,5.14250933,5.431855337000001,4.932093686,4.391874003,5.201878338999999,4.777600967,4.318052492,4.438914475,4.733549873,5.0265012030000005,4.3116804669999995,4.672296306000001,4.6835981,5.09075867,4.587275781000001,4.676300311,5.017030546,4.766890849,4.865519679,4.896507014,5.141768054,5.065997338,5.224184627,5.495078897999999,4.9478112780000005,5.179543078,4.93863535,5.524555981000001,4.873991085,5.1203830319999994,4.261210567,4.614962009,5.676925048999999,4.563734512,4.81217142,5.330489396,4.707249614,4.573969916999999
ZBTB8A,5.361440034,5.522796782,5.208949372,5.582505994,5.581951983,5.203738255,5.351520139,5.535951132,5.1703125530000005,5.430325386,5.546388135,5.618052603,5.808840851,5.505665372999999,5.2468702380000005,5.747201414,5.493674566,5.6768637879999995,5.309972814,5.455862858,5.5873841529999995,5.367349311,5.639325519,5.716234029,5.630497803,6.018840761,5.634822912000001,5.435352953,5.419867674,5.598666199,5.414366837999999,5.5876725060000005,5.331975655,5.534231514,5.617493217000001,5.385773284,5.392498142999999,5.328493691
RBBP4,8.560532516,8.784766645,8.57522859,8.669969722000001,8.885223085,8.504108565,8.591652882,8.856578617,8.365430513,8.56358284,8.782483862000001,8.743856524,8.616905427,8.560709385,8.607615448999999,9.061044797000001,9.035338513,8.860780783,8.1934881,8.964974298,9.039579416,8.788946445,8.695306409,8.94212743,8.890957924,9.474230319,8.922996836,8.90786317,8.63656109,8.266481635,8.887573251000001,8.374716697,9.010800345,8.79010958,9.040096846,8.786867509,9.11640992,8.79010958
ZNF362,7.212173924,7.05956987,7.1163095620000005,6.972054958999999,7.3280446139999995,6.94641391,6.970159115,6.885156954,7.256656831,7.009080009,6.996633596000001,7.014184379,7.2286979979999995,7.108345807,7.062879621,7.253804485,7.2529865970000005,7.435704395,7.493069448,7.115851489,7.024813772999999,7.141716535,7.121273721000001,7.008941622999999,6.792068928,6.5186823270000005,7.0152639489999995,7.20160772,7.419154297,7.362954641,6.820980017999999,7.548219327999999,7.329885965,7.281556188,7.10057444,7.369565152000001,7.459615856,7.215786896
ZMYM1,5.787027912999999,6.248103899,5.9927647529999994,5.937711436,5.856474078,5.504909028999999,5.567487161,5.794238003999999,5.531623402,5.247825343,5.614023867999999,5.755472407999999,5.553312292999999,5.551979799,5.378929321,5.793727238,5.941093154,6.174507252000001,5.305795252,5.83353685,5.968116462999999,5.644070312999999,5.637874407999999,5.794543407000001,5.94609103,5.817197374,5.888075059,5.7037927879999994,5.540684893,4.762326213,6.027675351,5.21905856,5.2897445,5.311214132,5.891650412000001,5.670699103,5.720117677,5.5061077570000005
NDUFS5,9.570385898,10.18481124,10.38892591,10.21723901,10.39859094,9.885844028,10.35926603,10.24677778,10.06050161,9.62634976,9.257107222,9.555375771,9.891824009,9.841494909,9.77283536,9.549014512000001,9.84494297,9.800221065,9.129430835,10.19074957,9.814309139,9.751860777000001,9.417472332000001,9.352692283,9.878079322,9.734530966,9.21507809,10.00495538,9.892270365,9.642040032,9.633808773,10.02801064,9.720874219,10.22504604,9.318135864,9.491948107,9.593979377,9.477932039
CAP1,9.423868041,9.613441039,9.808736713,9.276628051,9.982663625,9.38179831,9.483566374,9.326459118999999,9.298623924,9.346461805,9.4081272,9.763847889,9.457808076000001,9.684671709,9.358390149,9.754048232999999,9.601521127,9.641282561,9.28733835,9.477240356,9.909168261,9.60360305,9.658173941,9.592484449,9.717844617999999,9.930651031,9.326024125,9.184630486,9.557122423,8.814485467,9.17061763,9.372682427,9.682742311,9.187944958,9.630440107,9.67713954,9.615952851,9.895119204
SMAP2,9.041362256000001,9.006495731000001,8.87812697,8.789081171,9.215423567,8.820815981,8.975309429,9.101512334,8.942003874,8.880453089,8.825726021,9.387631766,8.671133672,9.251715484,8.71491876,8.832837403,8.798404867999999,9.005115437999999,8.71885931,8.714836809,8.74615547,8.689128473,9.353098538,8.645820659,8.550090309,8.239347984,8.741219196,8.747512977000001,8.638530108,8.89492618,8.909073811,9.527247873,9.172929906,8.924886131000001,8.961823134,8.912584668,8.929489083,9.222158300000002
CTPS1,7.859164461000001,8.053581162999999,8.102768974,8.790699727,7.870905314,8.849403552,7.905069094,8.101305409,7.47942131,8.51041183,8.572800848,9.042651921000001,8.053588244,8.211955782999999,8.378435732,7.605329471,8.177320069,8.034948482999999,8.287677951000001,6.930618174,7.89187463,7.738833867,8.13696853,8.347456272,8.453589049,7.313928409,7.863462815,7.701207459,7.897723598,8.429253606,8.450279712999999,7.750307534,8.224157121000001,8.170670507,8.133707539,7.369505466000001,7.8811512829999995,8.464867149
YBX1,10.26775602,10.37060542,10.23157675,10.04297556,10.44857618,10.08527207,10.41837402,10.30452646,10.23496446,10.07701817,9.930831093,10.17749184,10.32172732,10.30193532,9.941445202999999,10.34014165,10.29482431,10.19772912,9.985500164,10.38028249,10.44049532,10.21386224,10.28052588,10.12287178,10.34036391,10.39341154,10.09410174,10.00548227,10.080471800000002,10.07886954,10.17988473,10.53764329,10.23728812,10.29133335,10.33488483,10.47232104,10.32190833,10.36229592
