Gene_name,GSM1178970,GSM1178971,GSM1178972,GSM1178973,GSM1178974,GSM1178975,GSM1178977,GSM1178978,GSM1178979,GSM1178980,GSM1178986,GSM1178987,GSM1178988,GSM1178989,GSM1178993,GSM1178995,GSM1178996,GSM1178998,GSM1178999,GSM1179001,GSM1179002,GSM1179003,GSM1179004,GSM1179006,GSM1179008,GSM1179010,GSM1179015,GSM1179017,GSM1179018,GSM1179021,GSM1179024,GSM1179025,GSM1179026,GSM1179027,GSM1179033,GSM1179035,GSM1179036,GSM1179037
MXI1,8.072780896,7.240870947,7.590101622000001,7.24591087,7.707593183999999,7.468648512000001,7.674295596,7.728384339,7.831776906,7.546404057999999,7.799747635,7.486057096000001,7.609618807,7.61120625,7.208794825,7.251687984,7.520979775,7.392617953999999,7.528164443,7.2238183320000005,7.120045652999999,7.095890477,7.5639091679999995,7.678558513,7.0344478829999995,6.386742451,7.605604059,7.8654151510000005,7.349577344,7.231953155,7.682982772000001,7.713242159,7.335049027,7.144986066,7.378935075,7.560149824,7.250796187000001,7.332063099999999
SHOC2,8.164449665,8.240524837999999,8.056762044,7.858780518,8.258794126,7.71604126,8.046351292,8.359786482,7.909065238999999,7.439690484,8.150478993,8.196882675,7.811284197999999,8.085917509,7.773830268999999,8.04815391,8.00290977,8.363261682000001,7.514306613,8.061355337,8.176953698,7.793303203,8.265693865,7.985308401,8.109603677,8.21885931,8.588166362,7.706994782000001,7.704038152000001,7.459787694,8.461452871,8.168995288,7.928948447000001,7.721882507,8.070744783,8.062337647,7.804064531,7.772397102999999
ACSL5,10.09157696,9.797650213999999,9.569109167999999,9.295142986,10.38674672,9.684425444,10.15854856,10.17791152,9.630190261000001,8.912739071,9.837450714,10.45464001,9.939704826,10.35867074,10.11651707,9.908738883,10.1207978,10.33854179,9.681354149,9.105631212,9.273354149,9.563423778999999,10.04643124,9.680602901,9.589352366,9.900393307,9.479993395,9.412706371,9.516732295,9.634455989,9.677536193,10.33882848,10.16625899,9.647395249,10.03590274,9.953909947,10.01738774,10.60158543
HABP2,11.09485259,11.10037502,11.202495800000001,11.26040863,11.15379684,11.12313429,11.11915352,10.4221773,11.14417938,11.06449859,10.86170048,11.24262226,11.25172044,11.11024693,11.11803898,11.21502832,10.93975365,10.56912945,10.83321498,10.61783817,10.86918217,11.00257656,10.96350373,10.89484848,11.06611395,10.86034722,10.65689284,10.71709791,10.77032956,10.94715259,11.07589799,11.33778226,10.6893482,11.06905581,11.18535516,11.04040054,11.24433135,11.17462292
ADRB1,4.853403262,4.698354108999999,4.988102919,4.742621608,5.615673132,4.911267237,4.847739278,5.354795342,5.24358353,5.220240345,4.99282043,5.420741025,4.679957631000001,4.635535919,5.3230964730000006,4.624763364,4.657588638,4.5648361060000004,5.413684825,4.5367581239999994,4.569674757,5.283206825,4.87814818,4.531735298,4.7790712630000005,4.711088576,4.718310518,4.949411247,5.327824892,5.216480271,4.710221897,5.9163330389999995,4.719791407,5.576341987,4.9019328369999995,5.123954789,4.192792914,4.978676043
FAM45A,8.257125912000001,8.0781988,8.132568174,8.772049806,8.423353532,8.313148951,8.403051844,8.001304935,7.7828615039999995,7.891156835,8.274590948,8.113738962000001,8.196386733999999,7.992626826,7.7054915479999995,8.31637992,8.323572652000001,7.760808746,7.959178572999999,8.418454257999999,8.592623191,8.497578939,8.274604755,8.442140868,8.657043857,8.169344588,8.584194988,8.255117187,8.639916598,7.950263973999999,8.219385548,8.265401479,8.06693204,7.7218950070000005,8.270971487999999,7.795255475,8.32429173,8.085007946000001
SEC23IP,7.080510199,7.310723166,7.017775601,6.639635911,7.127288209,7.2854445089999995,7.166179747999999,7.233853129,6.87680506,6.629476519,7.023621088,7.135390041,7.081177381,7.160847686,6.949179739,7.36402849,7.451156148,7.379456837,6.858334439,7.365584655,7.424297417999999,6.892881022,6.884851879,6.879505456,7.318657099,8.576268128999999,7.31296644,6.4576899260000005,7.261949916,6.460460287999999,7.141440894,6.8429327639999995,7.163776972999999,7.176305582,7.416642245,7.057712521,7.4024531620000005,7.194490042000001
DMBT1,3.4559937830000003,3.2525412819999997,3.594136425,3.5845844610000004,3.5692895069999997,3.107640149,3.558304775,3.407601955,3.6440422939999997,3.1684246689999997,3.567256568,3.4720171019999997,3.6350073010000004,3.6014558130000003,3.387041122,3.318936426,3.136542804,3.368869838,3.582153522,3.208601078,3.49648326,3.748948127,3.229203852,3.2539875910000005,3.026551993,3.082336546,3.4741777989999996,3.73784437,3.232184319,3.5374566310000004,3.241635785,3.513632078,3.252066873,3.4883061989999997,3.2270749,3.435756966,3.537528203,3.44323824
ACADSB,10.97589504,10.631326699999999,10.00773728,10.39104116,10.16089189,10.29390632,10.46919929,10.88178138,10.52671828,8.948398303,10.53873171,10.46108243,10.42042686,10.35854672,9.941435031000001,10.04882611,10.01602485,10.34022527,9.918336067,9.93320497,10.36023749,9.806054966,9.998764064,9.97655035,9.467016632,10.15547448,10.3461454,10.16453783,10.321665,9.579860995,10.97587305,10.78018221,10.0852281,10.26301577,10.10796425,10.06235821,10.32485026,10.03133732
BUB3,7.132261493,7.584256237000001,7.637694672,7.294822607,7.067107491,7.543851237,7.4068262339999995,7.345263978999999,7.13985893,7.30215485,7.166625163,7.133447007999999,7.04390365,6.937086225,7.213453616000001,7.290091979,7.149212862000001,7.207360588999999,6.698342967,7.517356365,7.338040649,7.112327689,6.972377692,7.072947782999999,7.470798159,7.49778117,7.028790192000001,7.0039953960000005,6.999267548,6.6300270370000005,7.141046027000001,7.083662492,7.219500385,7.143409191,7.130090417000001,6.899125582000001,7.160907279,7.122208867
DOCK1,7.049438767000001,7.2899451179999994,7.3566709910000005,7.265450905,6.948451587999999,7.354289466,7.076832397,7.207253428,7.400978015,7.246062544,7.270332279,7.147400892,7.534123315,7.195617465,7.244768027,7.241557762999999,7.286117271,7.650732921,6.979098023,7.542453186,7.609469878,7.26764343,7.178281273,7.224077447000001,7.426088803,7.249990309,7.4274961820000005,7.434838308,7.211269618999999,6.786741722,7.246164385,7.257594502999999,7.157482389,7.077921321,7.16264572,7.321132887,7.3385987020000005,7.488193076
GLRX3,6.360856025,6.477154934,6.31812191,6.3030961560000005,6.139418355,6.092711399,6.359142006,6.49598246,6.0906610279999995,6.537258225,6.03395606,6.147451385,6.316348649,5.860441588,6.174604777000001,6.3982815010000005,6.379030352999999,6.3619337179999995,6.076494857,6.2380508610000005,6.663968645,6.026402325,5.888234453,5.960489475,6.535627642000001,6.717572343,6.615249852000001,5.152655301999999,6.300051402,5.7707029389999995,6.218239184,5.924543115,6.097461213,6.615735073,6.172579859,5.59690529,6.199377054,6.223936252000001
CYP2E1,13.09386422,13.13200809,12.76833258,13.20239347,13.13569102,13.15915101,13.21509239,13.02342259,13.03592818,13.00641193,13.07562231,13.03963283,13.101422999999999,13.04839539,13.19391284,13.16391865,13.04507555,12.95029958,12.87716407,13.0511388,11.53442441,12.9408426,13.10689551,12.86673876,13.01231071,12.70533123,12.93743685,12.80511759,12.683293199999998,13.00525608,12.99880573,13.18484361,12.9954113,13.07017084,13.13083896,13.15092823,13.12099495,13.0151741
IDI1,8.779305522000001,8.638712217,8.334628073,9.272120792,8.461931649,8.755609618,8.695108936,8.639475868,7.947610728,8.558186656,8.632786448,8.74747338,8.821824046,8.863271187,8.65696091,9.290270895,9.502735638999999,8.572699683,8.159267735,8.510932393,9.420504108,9.110800298,9.335653935,9.342976328999999,9.310857259,8.991597657,9.275740062,8.682862166,9.105251701,8.256925834,9.121826352000001,8.708559297999999,9.13322492,8.196661561,8.619334599,8.692293049,8.522262315,8.982792822
AKR1C2,10.28873519,10.77044318,9.875397418,11.02987964,8.968698995,11.40418652,11.226704699999999,9.9448389,9.938348944,10.8477304,9.997863248,11.28475797,10.2810143,9.902277678999999,9.859106894,10.93683477,10.83581066,10.25853508,10.51676442,11.81719502,11.88926538,11.54781393,10.46237983,10.26820274,11.84174699,9.862176593,10.3195019,10.33697133,11.56125088,11.05602145,10.44453733,9.90075203,10.32040296,10.13984392,11.12273078,9.533004569,11.05049412,9.671083986000001
UPF2,7.060062435,7.381818528999999,6.574220774,7.584739246,6.4019338139999995,7.298310446,7.118076802999999,7.33257354,6.938031975,6.928661815,7.1553471239999995,7.081536061,6.841230849,7.398893144,7.187860862000001,7.4009608039999994,7.208979843,7.182406526,6.607441908999999,7.728685973999999,7.341247206,6.99807459,6.842694337,7.076250032999999,7.605413133,7.140602012,7.435927202,7.045091739,7.060985004,6.87097958,7.5864196029999995,6.579098607000001,6.846279997000001,6.887438197000001,7.404910891,6.942840485,7.240399157000001,6.958711887000001
NUDT5,8.41399129,8.606199408,8.882111112,8.641582078999999,8.81252668,8.762453741,9.010235104,8.514059784,8.567777859,8.6897986,8.454782864,8.690645385,8.536166848999999,8.507717332999999,8.751527629,8.786347453,8.620808355,8.340179456,8.22548587,8.612687355,8.369874012,8.374847275,8.277907493999999,8.150494347999999,8.913021523,8.235471159,8.079639767,8.377822796,8.307296131000001,8.33433829,8.345742369,8.064010889,8.442999595,8.19236412,8.597376495,8.388697975,8.71328984,8.850221937999999
ITGA8,2.6997970739999997,2.9039814269999997,3.2243430689999997,2.3763337719999997,3.034542814,2.711469512,2.454628929,3.2887933289999998,2.968313298,3.1763703289999996,2.720673891,2.8808186769999997,2.525020029,2.761796035,2.7549075989999996,2.8523391,2.747050989,4.38851733,2.682422547,3.478409974,3.0101550169999998,3.0562974460000003,3.099514825,3.080890277,3.163847589,3.549696488,3.256221425,3.211102997,3.595419133,3.210053054,2.48936955,2.853215679,3.2698089589999997,2.9714568389999996,2.8212098780000003,3.098036278,2.87914788,3.0562974460000003
RSU1,8.198822552000001,8.087536187000001,7.928395145,8.42034371,8.588372162,7.683879922999999,7.879867977000001,7.823038574,7.810600474,7.627150462,8.218346658,8.511733821,8.350862121,8.385839394,7.85121265,8.283152517000001,8.303273692000001,8.574256568,7.760666811,8.168770047,8.6110249,8.040505486,8.431411175,8.192267057,8.24406581,8.347397704,7.98909906,8.059653328,8.520416317999999,7.651831535,8.003775996,8.298260463,8.311031619,7.944594962,8.316274382000001,8.31689168,8.179032684,8.217713201
ABI1,6.804255585,6.9609405429999995,7.057706484,6.839295725,7.079797977999999,6.712701149,6.898282937,6.800131658,6.4845430010000005,6.726339297000001,6.9353505460000004,6.838618536,6.828718727999999,6.850324219,6.551304997999999,7.089439685,6.951816702,7.044477143,6.424283227999999,7.105691479,7.2172627039999995,6.89926365,6.986050586,6.935367511,6.940556764,7.04491961,7.31382795,6.8160823420000005,6.589601501000001,5.792475383999999,6.886419322999999,6.661298286,6.879454954,6.652367483,6.965600615,7.024930232999999,6.867072094,7.028328183999999
ZNF438,5.010718186,5.491570154,4.9622703889999995,5.217004922,5.033130895,5.176482409,5.2242512130000005,5.182868087,5.1718063889999994,4.81690278,5.297669662,5.15013627,5.3220257769999995,5.224132352,5.06801826,5.560089356000001,5.168095475,5.373778197,5.0297299330000005,5.101253137,5.68718195,5.039451986,5.795309988,5.211913238999999,5.446316962999999,5.396746727000001,5.547735244,5.189838011,5.34504048,4.6777613989999995,5.39472465,5.15963934,5.302485103,5.321488706,5.505461123,5.436786876,5.217842182,5.269613399
PARD3,7.331126476000001,7.452817241,7.522651064,7.27458893,7.219117412,7.434908233,7.299142251,7.835170999,7.3378103,7.418242171,7.640934951,7.483248315,7.242423227000001,7.329644815,7.440317263,7.351126787999999,7.176161486,7.7447669910000005,7.138287073,7.435901436,7.479881632000001,7.240848612000001,7.358056317000001,7.195693414,7.435901436,7.5452524620000005,7.794858081,7.2017954689999994,7.435471491,7.014802427,7.4546634570000005,7.308973371,7.204367017,7.31466586,7.206926677999999,7.367696755,7.322999607000001,7.348840871
CUL2,6.951379647,7.37740741,6.946107365,6.842849258999999,7.376936116,6.713088171,7.15553681,6.974115909,6.561309551,6.199513851,6.906581563,6.800167676,6.85493976,6.6329220410000005,6.273613765,6.995640275,7.28341084,7.218385436,6.300890471000001,7.1603078589999996,7.344128046,7.022439095,6.862362101,6.977008052,7.510197494,7.3532228989999995,6.923178822000001,5.894268622,6.933258049,5.64665478,7.165847539,6.620072942,6.77802296,6.474772076,7.22945444,6.579256506,6.985651026,6.9625666310000005
FZD8,6.494945206000001,6.569857684,6.943992849,6.11657355,7.222705415,6.441604148,6.622158272999999,6.764784327,7.178968896000001,6.55784646,6.633041966,6.543023849,6.419985832,6.69365327,6.359041337000001,6.777846195,6.980852305,6.820839666,7.261660654,6.571289514,6.732407771,7.123527434,6.500993669,6.7191001660000005,6.6799414829999995,6.554077456,6.822534296000001,6.76193025,6.821557713,7.181950562000001,6.633733889,7.1943021179999995,6.910176984,6.403749039,6.884121779,6.9906632470000005,6.737013017000001,6.397169913
NAMPT,11.20763063,10.2837737,11.00406914,9.710496628,10.90742707,9.712542557999999,10.46771496,11.43889016,9.888795773,9.345679385,10.37098939,11.36472563,9.97092714,10.52155664,9.798510154,9.663711765,10.17598848,10.68543607,9.253498843,9.265902881,10.18411796,9.355372233999999,11.12926633,9.730324096,10.015201800000002,12.24544489,10.3200851,9.285031376000001,9.887859286,9.28546984,10.39237153,10.44467997,10.009414699999999,9.062007152,9.941542431,10.22844422,9.901827955,10.2808207
ZNF25,5.684987848,5.668779099,5.046471599,5.61286515,5.415568052999999,5.793470498,5.449842369,5.967859313,5.463807286000001,5.58567544,5.767888728,5.960971886,6.0540058,5.597903602000001,5.643381217999999,5.652043301,6.08756576,6.3441446710000005,5.784474391,6.206675915,5.7039835420000005,5.535459547,5.5957912510000005,5.787024906,5.757530987999999,5.434422412000001,5.504075983,5.138145623,6.001412867000001,5.281399607,5.830349148,5.618134381,5.474367453999999,5.789189819,5.920549211,6.056737482999999,5.637272172,5.880329144
CXCL12,9.948585666,9.815887027999999,9.166069684,9.682508552,9.244859678,9.650950114,9.795262201,9.934376517,9.954338015,9.84828859,10.06012162,9.870771948,10.08502036,9.773284374,10.13761203,9.856129285,10.21999764,10.2345669,9.918620128999999,10.19802851,10.29394125,10.09054485,9.919065912999999,9.578194696,10.00870349,9.881656335,9.872657074,10.20634761,10.00183813,9.797330626,9.737026697000001,10.10568288,10.0933847,10.22366933,9.953332289,10.192905300000001,10.14546837,9.720710911
ASAH2,5.4523945220000005,5.840965395,5.65515993,5.783251904,5.886846656,5.821817772999999,5.589089673999999,5.175739881,5.148248987,4.803564794,5.100646097,5.270743152,6.231612028,5.560898747,4.77351566,5.520086393,5.059087707,5.270775822,5.188858765,5.354087567,5.462909824,5.39120163,5.119147623,5.866372082000001,5.949378126,5.053370284,5.846148011,5.256983873,4.7667607830000005,4.691360238,5.496022404,4.923669615,5.29772536,4.862421982,5.38824514,5.293180161,5.417487205,6.085191531
VSTM4,5.69136522,6.014774407000001,5.7056908470000005,6.042841075,5.974936093999999,5.87282034,6.065551107,6.177866418,5.653757034,5.615251545,5.180325363,5.482502816,5.424577674,5.487467545,5.366504865,5.061430322,5.458978742999999,6.143863632,5.479450422,6.101583613,5.777515591,5.275891154,5.839890797000001,5.525922352,6.233195394,5.091104647,5.31994811,5.057798404,5.238223962,5.719309973,5.604819542,5.211129367,5.184193341,5.181551231,5.615613118,5.480071714,5.476299665,5.381989663
CSTF2T,6.3070591039999995,6.552938941,6.538923242,6.205126111,6.963744359,6.051733509,6.148860646,6.4657027010000006,6.193626793,6.04599064,6.3987176,6.305561869,6.158349264,6.545671822,5.89671011,6.421743799,6.581218738,6.611190528,6.244979336,5.984424872999999,6.524729956,6.252671178,6.163966832000001,6.778015971,6.48494874,7.056751671000001,6.5827001979999995,6.4661039129999995,5.963086431,5.622671696,6.654354626,6.548526684,6.4276651760000005,6.229086077000001,6.389463393,5.9558532479999995,6.3064363839999995,6.213986512000001
ZWINT,4.1077453880000006,5.784501634,5.241351589,4.606575846,4.706691041,4.3248925410000005,3.8775177760000004,3.650272518,4.458293736,4.875623366,3.807520349,3.931555238,4.45295025,4.346507246,3.781954673,4.594709,5.218956403,4.38334216,4.1049365589999995,4.791210911,5.229557501,5.33284726,3.847814852,5.205942321,4.788977261,3.9387264460000004,4.425344554,4.12433521,3.990387843,4.371134892,4.172186943,3.939023872,4.820075463,4.88257859,4.372880363999999,4.944758897,5.373892457999999,4.624165531
CCDC6,8.397145484,8.282042098,8.077870832,8.163912076,8.332384318999999,7.7907418470000005,8.144168163,7.904218068,8.076440952999999,7.946144478,7.544082135,8.173078233,8.198791452,8.485613257,7.6910740760000005,8.34473955,8.341625022,8.114622958,7.838620205,8.127868055,8.568834407999999,8.394456221,8.146718826,8.218062067,8.340753847,8.337696122,8.40606572,8.101750723,8.016152463,8.088050925,7.786522069,8.473787698999999,8.300820268999999,7.99173963,8.232388799999999,8.280619065,8.24022207,8.310992374
TMEM26,4.466861825,4.971741182,4.649179319,4.576585531,4.475964845,4.686282461,4.212730303,4.328943623,4.928814161,4.301081741,5.112718535,4.449999152,4.825021916,4.9656442510000005,4.527587225,5.465385126,4.549068392,4.388039151,4.632961318,5.016167531000001,4.843071191,4.662250858999999,5.905243936000001,5.3252843610000005,4.760837342,5.856160899,5.497252907999999,4.299308987,4.806953319,4.3046009089999995,4.593885338,5.249743129,4.640645007,5.096106367,5.255837841,5.0175069919999995,4.863825773,5.208350722
PBLD,9.536679414,9.645580983,9.177138114,9.792632385,9.003532073999999,9.713233314,9.44796248,9.323753681,9.510314743,9.10694336,9.537529525,9.472768701,9.423997061,9.4663656,9.649130275,9.55150945,9.676487551000001,9.037245511,9.37471302,9.218173942,8.773439222,9.374529751,9.497139816,9.60647745,9.530900613,7.855849087999999,9.584891177000001,8.932530193,9.352062522999999,9.287233116,9.951985964,9.552397977,9.251139665,9.48917001,9.571188117,9.406813297000001,9.597754564,9.008630104
DNAJB12,5.582666545,5.360708211,5.760738899,5.436184959,5.73474237,5.471297834,5.727039327000001,5.515059303999999,5.884508436,5.527572148,4.98667617,5.846259742000001,5.657065995,6.01570532,5.84428608,5.856279838,5.629914877999999,5.357779563,6.117234584,5.3060303410000005,5.668505614,5.957280777,5.723660966000001,5.667288999,5.937622877999999,5.526051026,5.3955109189999995,6.168649896,5.679840606,5.435006573,5.689951195,5.930260174,5.778324185,5.793347602000001,5.622954097999999,5.702474892000001,5.9350010179999995,5.90611182
MICU1,8.613839202000001,8.490155673,8.588667438,8.603500163,8.32741662,8.436548887,8.432753745,8.318306435,8.481472993999999,8.372674528,8.250736971,8.574775433,8.728459548,8.64989567,8.366796825,8.715874225,8.554478303,8.227640688,8.013327336,8.364258538,8.17638922,8.49688555,8.414146766,8.571115456,8.56799242,7.050334315,8.337676052,8.081039373,8.56513589,8.179269684,8.691827727,8.894970038,8.429113203,8.379629875,8.462364889,8.237140627,8.684683182,8.459426517
PLA2G12B,8.299974316,8.430322056,8.149550429,8.231878743,8.461669615,8.284540309,8.235350943,8.305612668,8.138235072999999,8.171584311,7.771725621,8.02577347,8.224825687000001,8.190478007000001,8.060019132,8.031858758,8.217855149,8.048659043999999,7.7482798289999995,8.139007498,8.311797314,8.043906208,8.045253283,7.687709544,8.291042887,6.625436421,8.046324937,8.135015637,8.07103929,7.751379375,8.267746169,8.498915548,7.894152299,8.25778891,8.15708211,8.04874557,7.8919857239999995,8.140012017
ECD,7.988632627,8.158939128,7.679530735,8.114422549,7.925360972999999,7.73782835,7.944450467,7.958862445,7.656719586,7.90098094,8.037304465,8.211568918,8.140932153,7.8938651470000005,8.013251351000001,8.195495365,8.280145272999999,8.278203812000001,7.416661822000001,8.371718418,8.317942216,7.963399597,7.978624943,8.264727491,8.148649899,8.632357799,8.214286329,7.695042896,7.935639275,7.5034300510000005,8.319309414,7.982803157,8.170525324,8.135801299,8.083786723,8.164104499,8.16097992,8.142914575
MRPS16,7.816692742000001,7.761389061,7.846091622,7.812187118,7.932766489,7.585308376,7.647083659,7.416098882999999,7.579500911,8.064665696,7.538437931,7.748203594,7.8109483289999995,7.612710194,7.51988745,7.858135539,8.016413005,7.442095977999999,7.6966181570000005,7.731106158999999,7.930307846,7.8390650410000005,7.331280897999999,7.591876204,7.861118492,7.747069835,7.654785092000001,7.577276605,7.7398651329999995,7.428277426,7.7185679039999995,7.7185679039999995,7.77427049,7.39536334,7.864412725,7.612575812,7.8738925029999995,7.600614372000001
DLG5,5.922501327999999,6.13674492,6.181084161,6.228268823,5.661795336,6.453639371,6.09812044,5.947510049,6.314062322000001,6.305616081,6.026896091,6.033517736,6.035374900000001,6.125668683,6.146137636000001,6.178703382999999,6.270946212,6.411305581000001,6.653580405,6.781856375,6.7138656039999995,6.312775301,6.212781904,6.288698887000001,6.611208443,5.981940869,5.972226999,6.357635084,6.066545869,6.262534724,6.106883787999999,6.33856351,6.260997991,6.134948844,6.110669317999999,6.136276355,6.238595506,6.114658671
ZCCHC24,7.074318377999999,6.744094283,7.198894628,7.298847176000001,7.079184837000001,7.423337458,7.409893219,6.692319335,7.204039721,6.9735954179999995,6.92754118,6.959562987999999,7.35669848,7.193834645,6.954916634,6.8025017320000005,7.160755934,6.8006836989999995,7.267384162999999,6.3925707229999995,6.508184244,7.051651717,7.248682995,7.030737724,6.93429284,7.606708577000001,7.206193214,7.017432734,7.277137969,7.26797821,6.977261031,7.660991197,7.0834763679999995,7.156908027999999,7.21518963,7.361077217,7.142432407,6.9965557920000006
LRIT1,3.7047278360000004,3.1492805460000004,3.7740625480000003,3.3778157460000005,3.9917691289999997,3.468832972,3.664829669,3.5435157360000002,3.805536343,4.030210436,3.548160657,3.673236642,3.623573817,3.8186459810000004,3.6259412760000003,3.575731603,3.5885613139999997,3.42913609,3.984928666,3.6116042669999997,3.504430456,3.938154813,3.441636715,3.9815700260000004,3.422772019,3.5361589060000003,3.723617864,4.278085728,3.59051448,4.200194787,3.97448305,3.451148742,3.7439825960000004,3.31747357,3.6684358789999996,3.547782766,3.514521747,3.4739691230000003
LIPA,9.737479802000001,10.01579973,10.03228225,9.565215631000001,10.26261926,9.803916398,9.555886399,9.607634824,9.660488985,8.98956743,10.36836468,10.10006465,9.784215788,10.272603300000002,9.559255552,10.550414100000001,9.763912167,9.665272589,9.692562667,9.44883195,9.7719901,9.777329597,10.58994614,10.27115688,10.0059632,10.03844814,10.5568601,9.019861461,9.805917909,9.180978753,9.140101662000001,9.572730679,10.34545592,9.733375385,10.46627284,10.72365535,10.06564666,10.55987524
SLC16A12,4.294573032,3.88823491,4.246975353,2.8711627039999996,3.360745177,3.496752367,3.768509504,5.5637319739999995,4.1763057539999995,3.256897426,4.291622772,5.017653781,2.8974408589999996,3.766869903,3.1137000830000003,3.517685865,4.28186147,5.031174515,3.5201508639999997,4.109404126,4.311895369,3.902802237,3.5306539110000004,3.6598170710000004,3.9060653380000003,3.053438913,3.4664908580000002,4.095779789,3.345050954,3.570541267,4.216099043,3.3287374389999997,5.300051811,3.1623834439999996,3.004696645,4.029530607,3.79495617,3.113908424
RBP4,13.08422329,13.12621228,13.09405414,13.30702693,13.04902955,13.18255118,13.12262282,13.15031701,13.17108728,13.13203589,12.976957,13.02713229,13.10783604,13.04156361,13.13431499,13.09717798,13.11107207,13.01955534,12.95468003,13.06318978,13.0787621,13.01845214,13.13918162,12.894905099999999,13.11983674,12.86532196,12.95628707,12.86850893,13.06056519,13.12398686,13.02348894,13.19082032,12.98720771,13.22423047,13.10801514,13.10949464,13.18194612,13.07014791
CYP2C8,12.32963769,12.12832294,11.44492855,12.42916319,11.88218538,12.04201942,12.14244629,12.20222421,12.17832077,11.64130825,12.17226414,12.3963634,11.96957082,11.95785453,12.30873688,12.23874543,12.07674208,11.95873357,11.91079249,12.02703548,11.7012913,11.88144137,12.0833561,11.77001287,12.01551192,11.32581369,11.94251043,11.59602856,11.96547158,12.04647675,12.29521564,12.19514158,11.88815928,12.38595958,12.16016325,12.09498708,12.0224137,12.05416141
ALDH18A1,6.761871000000001,6.624506392000001,6.684752081,7.49432705,7.034780798,7.15655264,7.611688363,6.779192403,6.974964186,6.812736881,6.562173372,7.3621615579999995,6.689247898,7.476215456,7.376865016,7.84267403,7.5490247429999995,6.86733715,7.174521474,7.0827939529999995,7.1051580770000005,7.731930569,6.51106498,7.26792977,7.235160565,8.021679761,6.7963618089999995,6.690070883,6.625898976,7.197235175,6.795876815,7.120367736,7.154757329,7.069412344,7.0553465310000005,6.8879204960000004,7.745720202,7.570395229
MMS19,6.547453278,6.531784543,6.730501686,6.940015421,6.391139511,7.064239207999999,6.731160309,6.53248837,6.812796604,7.296637692999999,6.723310933,6.55606228,6.681641347999999,6.526042079,7.023432336,6.75248835,6.701608412000001,6.745964261,6.907579878,6.739144855,6.657971133999999,6.7648771729999995,6.535375349,6.616716011,6.761905334,6.747200836,6.783093781,6.84220009,6.701753962000001,6.651772415,7.003250244,6.462822309,6.655751984,6.822431907,6.647490095,6.642440428,6.7436966410000005,6.781998561
AVPI1,8.299560864,7.4659971370000004,8.043521207000001,7.554219162000001,7.593563737,7.362548437999999,7.84849936,7.735217935,7.677144032,7.2372237660000005,6.40944268,8.102461825,8.407443242000001,8.00835799,7.741654175,7.241214179,7.279641159,6.521351853,7.227210966,7.103166697000001,6.943964854,6.800882949,7.96826715,7.063690959,7.137149846,6.519063718,6.604630749,7.1050804979999995,8.260828801,8.229598126,7.2213216110000005,8.059603878999999,7.786911046,8.1992698,7.780828304,8.296595321,7.377287295,7.283368299
CPN1,9.349082693,9.035924489,9.440948289,8.739573817,9.895980667,8.714392676000001,9.211406887,9.011607221,8.858400136,8.310022714,8.486288228,8.775410747,9.130864967,9.495630713999999,9.060943863,8.602552862000001,8.562835425,8.846658083,8.67622726,8.435878305,7.829144026,8.807644044,8.679931413,8.691331812,8.077380294,9.926845715,8.451740897,8.46186333,8.941653501000001,9.004514251,8.933314691,9.382101209,8.713470809,8.711879423,9.065847728,8.991102471,8.915734678,9.207269626
BLOC1S2,7.113530417000001,7.42261968,7.3362775220000005,6.828637419,7.605062105,7.195534855,7.17051482,6.835686422999999,6.654222655,7.580415402000001,7.185223777,7.114704401,6.973332826,7.211674855,6.783971622999999,7.093764358,7.386455732000001,6.922673321,7.039207493999999,7.433576689,7.77200358,7.3203806810000005,6.74626829,7.278124134,7.768144968,7.978977624,7.405473528,6.690135326,7.433199799999999,6.703332425,7.140761503999999,6.858165829,7.255778595,7.068789238,7.115447817000001,7.071961107999999,7.4148173989999995,7.118928475
NDUFB8,9.66903552,9.659817663,9.673344543999999,9.436559911,9.732470568,9.625523004,9.661703793,9.620672809,9.600972697000001,9.469360206000001,9.401734845,9.515958744,9.647230032000001,9.379737049,9.253521337,9.624632745,9.449848946,9.264961977,9.570249943,9.450533145,9.870333138,9.408025924,9.332082126,9.430655853,9.488383358,9.026605637000001,9.514119934,9.455158042999999,9.411674697,9.28317591,9.684567617999999,9.601402385,9.369932344,9.192831456,9.543660124,9.221234382,9.381660984,9.412809199
MGEA5,7.880054941,7.935206502000001,7.339401419,7.879804937,7.43507078,7.9127581860000005,7.85296408,7.85435418,7.950016485,7.7444858629999995,8.102902077000001,7.891304536,7.680521617,7.819560622000001,8.102521608,7.900982217999999,7.62296946,8.243372755,7.271305698,8.036339916000001,8.02437672,7.498319486000001,7.93768482,7.603140183,7.913488588,7.367081186,7.749163212000001,7.441842245,7.819397875,7.002268306,8.139691325,7.422011379,7.776978708,7.818018132000001,7.896513318999999,7.8902706060000005,7.735968287,7.834428249
LDB1,8.752927307,8.614323444,8.527090529,9.168060488,8.274012182,8.981134331,8.842753823999999,8.418726487,8.699839411000001,9.356558348,8.867188104,8.479188538999999,8.812792671,8.631604056,8.950790636,8.617369383,8.928112499,8.618059998,8.97205262,9.044127947,8.765181902,8.980194842000001,8.82437561,8.925276404,8.886645552000001,7.953477019,8.284391931,8.928093081,9.233977312,9.35960555,8.441353604,8.724915057,9.080991533999999,8.799073446,8.965734469,8.839091075,8.980194542000001,8.713190957
