ID_REF,GSM1178970,GSM1178971,GSM1178972,GSM1178973,GSM1178974,GSM1178975,GSM1178976,GSM1178977,GSM1178978,GSM1178979,GSM1178980,GSM1178981,GSM1178982,GSM1178983,GSM1178984,GSM1178985,GSM1178986,GSM1178987,GSM1178988,GSM1178989,GSM1178990,GSM1178991,GSM1178992,GSM1178993,GSM1178994,GSM1178995,GSM1178996,GSM1178998,GSM1178999,GSM1179001,GSM1179002,GSM1179003,GSM1179004,GSM1179005,GSM1179006,GSM1179007,GSM1179008,GSM1179010,GSM1179012,GSM1179015,GSM1179016,GSM1179017,GSM1179018,GSM1179021,GSM1179024,GSM1179025,GSM1179026,GSM1179027,GSM1179030,GSM1179033,GSM1179035,GSM1179036,GSM1179037,GSM1179038
ZNF362,7.212173924,7.05956987,7.116309562,6.972054959,7.328044614,6.94641391,7.32823555,6.970159115,6.885156954,7.256656831,7.009080009,7.104609921,7.052271209,6.974089665,6.681880555,7.139386516,6.996633596,7.014184379,7.228697998,7.108345807,7.194808651,6.726390947,7.423183684,7.062879621,7.052671507,7.253804485,7.252986597,7.435704395,7.493069448,7.115851489,7.024813773,7.141716535,7.121273721,7.290111015,7.008941623,7.193197037,6.792068928,6.518682327,6.755740075,7.015263949,7.473104866,7.20160772,7.419154297,7.362954641,6.820980018,7.548219328,7.329885965,7.281556188,7.045507714,7.10057444,7.369565152,7.459615856,7.215786896,7.242845517
ZC3H12A,6.69588643,5.279629644,6.974422217,5.653514558,6.067201535,5.43636522,6.056169758,5.798020226,6.409855377,5.56487496,5.901257258,7.261282219,5.645560556,5.396582721,5.818487331,5.718455696,5.658903914,6.90409733,6.247741313,5.584612842,5.529868293,5.61029893,5.979881945,5.598442486,5.770714596,5.19442959,5.290349781,5.620750592,5.798519056,5.472442603,5.804705145,5.800061239,7.357286683,5.715183391,6.133606738,5.706658471,5.577779329,7.342998376,6.677743484,5.998675216,5.3390298,6.149078504,6.318858418,5.683504294,5.160832678,6.17233001,6.129850166,5.93035773,5.929869803,5.668107652,6.379142636,5.475815114,5.935154536,5.49447642
MANEAL,6.169023256,6.452216376,6.365766963,5.870364342,6.680263993,5.95446801,6.339875646,6.487589522,6.066691549,6.416847763,5.179516003,5.882643191,6.140222664,6.397645467,6.211446652,6.156241056,5.887950155,5.849716556,6.481950486,6.071507136,6.094115149,5.504968772,6.247923354,6.103872583,6.284751522,6.333425681,6.693266445,5.601435649,6.174581887,5.653054907,5.885611229,6.367741371,5.877603018,6.229844007,6.191502496,5.879391649,6.134931005,5.872292958,5.630255012,5.831462292,5.551205442,5.570577384,6.093691849,5.674775588,5.905552138,6.179764242,6.30152707,6.059695815,6.195363709,6.846005863,6.19172654,6.811683575,5.971207014,6.481922253
AKIRIN1,7.615718799,7.425469387,7.678035116,7.006211352,7.62188783,7.151026765,7.498772721,7.636575047,7.52828034,7.12838643,7.063738509,7.776627224,7.330698859,7.314155925,7.500952594,7.275274694,7.391442699,7.275274694,7.489318644,7.417073304,7.072641843,6.66575209,7.478331607,7.129593421,7.199624766,7.1251523,7.360797535,7.335606002,6.674716764,7.731513166,7.675105786,7.001153459,7.4859296,7.33017141,7.400013629,7.096409125,7.753764665,8.266743204,7.605116519,7.416634216,6.971388719,7.487160826,7.411762906,7.199169939,6.934763199,7.281832447,7.200236722,7.30217098,6.815497402,7.218681164,7.354438162,7.275274694,7.320051618,7.095169473
MACF1,7.955778993,8.364448063,8.094731382,8.492851494,7.21779715,8.611150516,8.021346399,8.048160374,8.225344972,8.157445092,8.35418484,8.186983888,8.258412157,8.312833072,8.480997873,8.261585112,8.344782909,8.225566374,8.237112403,8.055452177,8.426959434,8.312890988,8.318773863,8.403511158,8.214624268,8.270540958,7.990401614,8.520548459,8.260462517,8.543079555,8.482013241,8.039342565,8.400266526,8.198186735,8.196260871,8.345970438,8.402451608,8.858508335,8.645794447,8.467271828,8.216107967,7.961093542,8.195276715,7.949895361,8.520934352,7.789697346,8.153188128,8.248782932,8.249932012,8.155654112,8.207180325,8.152295566,8.24783275,8.357239248
MACF1,5.619983329,5.773371951,4.847781059,6.750410922,3.987305073,6.70522725,4.973458388,6.270435075,5.97118011,5.834890337,6.437610295,5.815245437,5.958348789,6.309826267,6.411407699,6.018526717,6.230369838,5.949240972,6.039141283,5.44704139,6.168262666,6.439553061,6.044090887,6.732183925,6.262148052,5.904489794,5.661519332,5.980424514,5.82790209,6.03521362,5.945846672,5.765708433,5.946802031,5.97238568,5.695407422,5.940924169,5.917110347,6.588427128,6.616157863,5.805932927,5.491052077,5.489711625,6.248071036,5.820049678,6.321342294,4.975723266,5.819724847,6.802830792,5.981125397,6.003973631,6.091879653,5.993993989,5.974794073,6.159615356
BMP8A,3.524819455,2.896614202,3.397412914,3.610348103,3.666925157,3.609907499,3.622297253,3.256520801,3.888501619,3.828190347,3.433957332,3.279086941,3.428548815,3.489054492,3.046280571,3.768670023,3.377199407,3.530965653,4.146232187,3.705311421,3.869032708,3.819143626,4.612392161,3.421478653,3.356310651,3.057590026,3.548869453,3.861697809,4.296437083,3.33423906,4.198836147,4.052091141,3.361340189,3.114338814,3.521821358,3.3309461,3.111414549,3.710619982,3.321556532,3.068911255,3.649641713,3.055588188,3.758034649,3.624611582,3.853676104,3.972058132,3.302064774,3.632180378,3.523936293,3.576131421,3.52492763,3.672951432,4.231827554,3.754290905
SMAP2,9.041362256,9.006495731,8.87812697,8.789081171,9.215423567,8.820815981,9.317794356,8.975309429,9.101512334,8.942003874,8.880453089,8.855267303,8.809065574,9.306289736,9.123807706,9.155682673,8.825726021,9.387631766,8.671133672,9.251715484,9.102444232,8.91977605,9.018886061,8.71491876,9.438462527,8.832837403,8.798404868,9.005115438,8.71885931,8.714836809,8.74615547,8.689128473,9.353098538,8.761699367,8.645820659,8.702969612,8.550090309,8.239347984,9.030903548,8.741219196,9.153526291,8.747512977,8.638530108,8.89492618,8.909073811,9.527247873,9.172929906,8.924886131,9.076475507,8.961823134,8.912584668,8.929489083,9.2221583,8.84849236
NFYC,7.881440943,7.641830973,7.541987247,8.132046695,7.519668497,7.926333386,8.037392322,7.936105784,7.375989547,7.744617431,7.695978306,7.617888997,7.735821187,7.560907271,7.794365931,8.099871864,7.54962731,7.875707444,7.935919179,7.97851154,8.065408462,7.459755984,8.030853933,7.896812762,7.777108216,7.965951938,7.695469709,7.55201495,7.89607488,7.73879062,7.575242673,7.91752849,7.692436893,7.941820497,7.809555282,7.975278791,7.43543484,7.295129776,7.563512562,7.570448202,7.852861875,8.286984706,8.202190485,7.281437326,7.761864985,7.619098089,7.944990732,7.521329841,7.776410574,7.927822906,7.777819497,8.197220971,7.574233242,8.133370714
KCNQ4,4.369933615,3.876270409,4.101086478,4.449073569,4.250428303,4.196501979,4.196429247,4.078464816,4.002044959,4.379893007,4.528756041,4.133881847,3.925623916,4.670352423,3.984037745,3.730855751,4.191163371,4.192431281,4.234112184,4.319521283,3.963240648,4.203340533,4.049352498,4.210577327,4.129327247,4.169000273,4.201025712,4.422129138,4.544803073,4.360355867,3.987416883,4.461621553,4.338621319,3.815169706,4.32407402,4.004640271,4.007001206,3.959837791,4.050856335,4.732199677,4.534301904,4.858551065,4.572680576,3.89024794,4.094988898,4.307735828,4.201025712,3.962760882,4.691583061,4.2657561,4.095473226,3.922641104,4.015930688,4.100436334
B4GALT2,7.567093714,7.713750469,7.655836546,7.474610102,8.246351039,7.398007119,7.322372626,7.565782352,7.2476602,7.330240896,7.575140633,7.82600982,7.893923184,7.636683396,7.307954167,7.192450207,6.916401415,7.740657762,7.795488735,7.565837339,7.343119631,7.446853605,7.828405781,7.566288882,7.754188722,7.753465175,8.142317025,7.403199552,8.035336404,7.637888204,7.644326146,7.917843335,7.463315671,7.515601547,7.847387606,7.878675706,7.548886895,7.481025469,7.295289647,7.028028249,6.826359217,7.44592586,7.877193314,8.104935013,7.682898663,7.909062488,7.827439785,7.822227658,7.775296702,7.940243386,7.705085551,8.120598353,7.638129569,8.045833007
FAAH,7.18814126,6.765937852,7.573483517,6.97612265,6.67125812,6.988525064,7.01080255,6.961740833,6.701235536,7.20683461,6.593346514,6.794648164,6.891749713,6.727864666,6.836114377,6.905679778,6.927026201,7.066019701,6.817750225,7.395578315,6.822501628,7.26155331,7.130058824,7.074053652,6.95985231,6.918388363,6.96985886,6.933312956,7.552231245,6.647675514,6.224551103,6.994242867,6.99557289,6.83833894,7.032014287,6.651212985,6.803181946,6.258264193,6.286149002,6.525618081,6.813754377,6.747782133,7.174046297,6.877054329,7.043638761,7.323385621,6.755150086,6.998506463,7.171831847,6.749281072,6.657578937,7.035963785,6.943982741,7.105306613
CDKN2C,4.161855053,4.601388782,4.069534521,3.819915383,4.375945688,3.986560314,3.829117258,4.13137374,4.044503827,3.723715362,3.71625835,3.872125638,3.704429038,3.988218418,4.063944976,3.889871224,4.326127864,4.003575485,3.709173617,3.844652662,3.832686603,3.782122953,3.939946899,3.719323118,4.003932598,3.944867288,4.041429939,4.129342154,4.221075757,4.133431441,4.075886087,4.500728661,3.787798281,4.094657258,4.043930283,3.647536809,4.074739241,4.13339953,4.258154265,3.984529903,3.756234448,3.901069412,3.577546862,4.427599862,4.08694298,4.226766183,4.011731897,4.009051974,3.987793428,4.187583688,4.044309229,3.924993165,4.204056276,4.105134225
ZYG11A,5.77991552,5.419777195,5.453354888,4.910676082,5.017051598,5.302895544,4.304953103,4.85154474,5.779987322,4.587958982,5.711634798,5.402146104,5.007473059,4.925112375,4.506768393,5.025789034,4.926473801,5.120311656,4.900507488,4.539484212,5.221432624,5.220529984,6.013213336,4.850436084,5.551328026,5.264650697,5.052866037,5.083228547,5.108369074,6.027241304,5.336640328,5.274385234,4.274380405,5.418020481,5.119216776,4.785456598,5.462301998,4.411364282,5.587156416,5.02854571,5.698621876,5.799818539,5.538077956,5.230729401,5.654402269,4.62510508,5.477019383,5.255115059,5.183090155,4.736650181,4.952935277,5.742129332,4.370078866,5.037629743
LRRC42,6.385162004,6.406307065,6.461409721,6.365718672,6.550865073,6.421288888,6.470321186,6.379630933,6.038435449,6.104377326,6.243979687,6.250693225,6.258690713,6.097678611,6.580738581,6.334301835,6.221659795,6.255935292,6.378636399,6.296673191,6.36604211,6.022456469,6.779496881,6.152298034,6.514612867,6.398220766,6.454037702,6.058710041,6.159106134,6.197097493,6.392564082,6.515849513,6.247344402,6.523275614,6.451792519,6.446403926,6.481447859,6.599237881,6.412382139,6.179925161,6.039961725,6.398589659,6.300466006,6.091880724,6.165096588,6.695899496,6.297779312,6.115088225,6.440034189,6.453043,6.249834127,6.401312469,6.276349298,6.496798243
USP1,5.93150434,6.012501403,5.819802269,5.57811136,6.127667015,5.581044059,5.885448137,5.740010895,6.068718301,5.651947097,5.533991102,5.938498552,5.879317998,5.658810064,5.962067485,5.677642679,5.862351711,5.669308612,5.615937453,5.99319473,5.888256853,5.737762732,5.705205485,5.664513312,5.928881949,5.854287158,6.068308633,6.132942866,5.255845496,6.110497727,5.881898257,5.744284921,5.909926484,6.111105511,5.811094087,5.979905385,5.865767586,6.294544555,5.873280287,5.96373383,5.879483919,5.81224182,5.955248841,5.123408009,6.00557619,5.740371247,5.817738003,5.297005464,5.901015874,5.876581042,5.87410269,5.844913583,5.791773516,5.584627764
FOXD3,3.257443524,3.234980129,3.421471066,3.330274164,3.742330016,3.943767563,3.429466267,3.592685163,3.292261056,3.173540317,3.672524241,3.418597831,3.648837512,3.60654481,3.532569236,3.70584999,3.099671265,3.103204036,3.327847263,3.195392018,3.511137298,3.067687476,2.876234478,3.367749642,2.820723494,3.471956458,3.208041979,3.378649062,3.431382172,3.073252832,3.256456264,3.68248234,3.187983363,3.407469661,3.478544269,2.741353885,3.036066789,3.294406746,3.267112217,3.334147772,2.906602769,3.580207548,3.466269521,3.336387155,3.255442221,3.94835603,3.087788464,2.982795449,3.285175556,3.298484929,3.686118662,3.12224561,3.4544466,3.316159957
LEPR,9.800673049,10.35199482,9.939225036,8.509698876,10.03946224,8.511456628,9.799497788,9.412089143,11.06719578,9.221524687,9.366352145,9.627005052,9.724829169,9.703151142,9.58119427,9.622874262,8.532665498,9.340035007,9.11552675,9.620376846,9.540546839,8.772101193,9.589273467,9.18009825,10.02054352,8.955267735,9.021532684,10.86543511,8.261537442,9.728027351,9.783619695,9.113313132,9.422679346,8.757418959,9.263152682,9.355533806,8.806510804,9.328735759,9.713484599,9.697762096,9.320511058,8.770282479,9.109432912,8.653752286,9.648486758,9.591769118,9.410523923,9.2517261,9.42688092,9.602033657,9.866753192,9.280674213,9.406892972,9.345822878
